Name,Image URL,Product URL,Price,Manufacturer,Part #,Socket/CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,PCIe x8 Slots,PCIe x4 Slots,PCIe x1 Slots,PCI Slots,M.2 Slots,Mini-PCIe Slots,Half Mini-PCIe Slots,Mini-PCIe / mSATA Slots,mSATA Slots,SATA 6.0 Gb/s,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 2.0 Headers (Single Port),USB 3.2 Gen 1 Headers,USB 3.2 Gen 2 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Scraped At
Gigabyte X870 GAMING WIFI6 ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/2a78caa1159b44ac04ac0b6245d7a20b.256p.jpg,https://pcpartpicker.com/product/n3cgXL/gigabyte-x870-gaming-wifi6-atx-am5-motherboard-x870-gaming-wifi6,21602.0,Gigabyte,X870 GAMING WIFI6,AM5,ATX,AMD X870,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6666, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000, DDR5-8200",Black / Gray,3.0,,,,,"2580/25110 M-key, 2580/25110 M-key, 2580/25110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,4.0,,1.0,,1.0,No,Wi-Fi 6,Yes,2026-01-20T11:26:29.343Z
MSI MPG B650I EDGE WIFI Mini ITX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/67b21f33b930179c2c462faa514ae6f3.256p.jpg,https://pcpartpicker.com/product/DkFbt6/msi-mpg-b650i-edge-wifi-mini-itx-am5-motherboard-mpg-b650i-edge-wifi,25415.0,MSI,MPG B650I EDGE WIFI,AM5,Mini ITX,AMD B650,128 GB,DDR5,2,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600",Black / Silver,1.0,,,,,"2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125BG),Depends on CPU,1.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:26:35.332Z
Asus TUF GAMING B450-PLUS II ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/fc1659aeb38b586449c2f9175141149d.256p.jpg,https://pcpartpicker.com/product/L2qBD3/asus-tuf-gaming-b450-plus-ii-atx-am4-motherboard-tuf-gaming-b450-plus-ii,17509.0,Asus,TUF GAMING B450-PLUS II,AM4,ATX,AMD B450,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-3000, DDR4-3200, DDR4-3466, DDR4-4400",Black,2.0,,,3.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key",,,,,6.0,1 x 1 Gb/s Ports (Realtek L8200A),Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:26:43.342Z
Gigabyte B650 EAGLE ATX AM5 Motherboard,https://m.media-amazon.com/images/I/51uBI4K0gAL.jpg,https://pcpartpicker.com/product/vXcgXL/gigabyte-b650-eagle-atx-am5-motherboard-b650-eagle,24405.0,Gigabyte,B650 EAGLE,AM5,ATX,AMD B650,192 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600",Black / Gray,4.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2280/22110 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,3.0,,1.0,1.0,,No,,Yes,2026-01-20T11:26:49.329Z
ASRock X870 Pro-A WiFi ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/caa52056a0445c27c97bb6debd9bcc24.256p.jpg,https://pcpartpicker.com/product/4bVfrH/asrock-x870-pro-a-wifi-atx-am5-motherboard-x870-pro-a-wifi,21427.0,ASRock,X870 Pro-A WiFi,AM5,ATX,AMD X870,256 GB,DDR5,4,"DDR5-4400, DDR5-8000",Black,4.0,,,,,"2280 M-key, 2280 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:26:55.331Z
Asus H110M-C/CSM Micro ATX LGA1151 Motherboard,https://m.media-amazon.com/images/I/513rvmJ5NzL.jpg,https://pcpartpicker.com/product/WF8H99/asus-motherboard-h110mccsm,7588.0,Asus,H110M-C/CSM,LGA1151,Micro ATX,Intel H110,32 GB,DDR4,2,"DDR4-1866, DDR4-2133",Black / Gold,1.0,,,2.0,1.0,,,,,,4.0,1 x 1 Gb/s Ports,Depends on CPU,1.0,,1.0,,,No,,No,2026-01-20T11:27:03.329Z
MSI Z390-A PRO ATX LGA1151 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/65d2e2e1dd6c41fe051500c6d88ffe0c.256p.jpg,https://pcpartpicker.com/product/qpL48d/msi-z390-a-pro-atx-lga1151-motherboard-z390-a-pro,27792.0,MSI,Z390-A PRO,LGA1151,ATX,Intel Z390,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-3000, DDR4-3200, DDR4-3300, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4200, DDR4-4266, DDR4-4400",Brown / Black,2.0,,,4.0,,"2242/2260/2280/22110 M-key, 2230 E-key",,,,,6.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,2.0,,,No,,Yes,2026-01-20T11:27:11.329Z
ASRock B550M Phantom Gaming 4 Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/ec80afe70f19afab3d9c70d0a62e4104.256p.jpg,https://pcpartpicker.com/product/TG9tt6/asrock-b550m-phantom-gaming-4-micro-atx-am4-motherboard-b550m-phantom-gaming-4,11493.0,ASRock,B550M Phantom Gaming 4,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3800, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4200, DDR4-4266, DDR4-4333, DDR4-4400, DDR4-4533",Black,2.0,,,1.0,,"2280 M-key, 2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H),Depends on CPU,2.0,,2.0,,,No,,Yes,2026-01-20T11:27:17.337Z
MSI PRO B850-P WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/5b18758444f0beaee3b10e125a16688e.256p.jpg,https://pcpartpicker.com/product/Ypbypg/msi-pro-b850-p-wifi-atx-am5-motherboard-pro-b850-p-wifi,24522.0,MSI,PRO B850-P WIFI,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-5600, DDR5-6400, DDR5-8200",Silver / Black,4.0,,,,,"2260/2280 M-key, 2280/22110 M-key, 2260/2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek 8126VB),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:27:23.330Z
Asus PRIME B850-PLUS WIFI ATX AM5 Motherboard,,https://pcpartpicker.com/product/KmgZxr/asus-prime-b850-plus-wifi-atx-am5-motherboard-prime-b850-plus-wifi,21018.0,Asus,PRIME B850-PLUS WIFI,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",Black / Silver,4.0,,,,,"2280 M-key, 2280 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,3.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:27:29.334Z
Asus PRIME B660-PLUS D4 ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/5dd842664e7633f330f43db654431014.256p.jpg,https://pcpartpicker.com/product/32NxFT/asus-prime-b660-plus-d4-atx-lga1700-motherboard-prime-b660-plus-d4,26293.0,Asus,PRIME B660-PLUS D4,LGA1700,ATX,Intel B660,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4266, DDR4-4400, DDR4-4600, DDR4-4800, DDR4-5000, DDR4-5066",Silver / Black,2.0,,,2.0,,"2242/2260/2280 M-key, 2242/2260/2280/22110 M-key, 2242/2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,,Yes,2026-01-20T11:27:35.331Z
ASRock B650M PG RIPTIDE WIFI Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/6df39531014dfa084ccce11055f42764.256p.jpg,https://pcpartpicker.com/product/Ng2WGX/asrock-b650m-pg-riptide-wifi-micro-atx-am5-motherboard-b650m-pg-riptide-wifi,16347.0,ASRock,B650M PG RIPTIDE WIFI,AM5,Micro ATX,AMD B650,256 GB,DDR5,4,"DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200",Black,2.0,,,2.0,,"2260/2280 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:27:41.329Z
ASRock B850 Pro-A ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/93789ab3bb348cbcc17fe4a6cd5b6d81.256p.jpg,https://pcpartpicker.com/product/tccBD3/asrock-b850-pro-a-atx-am5-motherboard-b850-pro-a,19617.0,ASRock,B850 Pro-A,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7600, DDR5-7800, DDR5-8000",Black / Silver,2.0,,,,,"2280 M-key, 2280 M-key, 2230/2242/2260/2280 M-key, 2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,1.0,1.0,1.0,,1.0,No,,Yes,2026-01-20T11:27:47.334Z
Gigabyte B550M DS3H R2 Micro ATX AM4 Motherboard,,https://pcpartpicker.com/product/ptnXsY/gigabyte-b550m-ds3h-r2-micro-atx-am4-motherboard-b550m-ds3h-r2,,Gigabyte,B550M DS3H R2,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Black,2.0,,,1.0,,"2280 M-key, 2280 M-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,1.0,,1.0,1.0,,No,,Yes,2026-01-20T11:27:53.334Z
Asus Z790-AYW WIFI W II ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/b22deeb4627bdcc5bb070b2f51cbe5b6.256p.jpg,https://pcpartpicker.com/product/qC62FT/asus-z790-ayw-wifi-w-ii-atx-lga1700-motherboard-z790-ayw-wifi-w-ii,18683.0,Asus,Z790-AYW WIFI W II,LGA1700,ATX,Intel Z790,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000",White,4.0,,,1.0,,"2280/22110 M-key, 2280 M-key, 2242/2260/2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 6,Yes,2026-01-20T11:28:00.332Z
MSI B850M GAMING PLUS WIFI6E Micro ATX AM5 Motherboard,,https://pcpartpicker.com/product/KtLp99/msi-b850m-gaming-plus-wifi6e-micro-atx-am5-motherboard-b850m-gaming-plus-wifi6e,28375.0,MSI,B850M GAMING PLUS WIFI6E,AM5,Micro ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-8200",Silver / White,1.0,,,2.0,,"2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125D),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:28:07.329Z
MSI MAG Z890 TOMAHAWK WIFI ATX LGA1851 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/c4627c92bb33a5c35c247e2b415d25ed.256p.jpg,https://pcpartpicker.com/product/BW26Mp/msi-mag-z890-tomahawk-wifi-atx-lga1851-motherboard-mag-z890-tomahawk-wifi,36199.0,MSI,MAG Z890 TOMAHAWK WIFI,LGA1851,ATX,Intel Z890,256 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-8000, DDR5-8200, DDR5-8400, DDR5-8600, DDR5-8800, DDR5-9000, DDR5-9200",Black / Yellow,3.0,,,,,"2260/2280 M-key, 2260/2280/22110 M-key, 2242/2260/2280 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Intel Killer E5000B),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:28:14.334Z
MSI MPG B850 EDGE TI WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/96e46dd70c74cd0a13c6e161f4a0fa72.256p.jpg,https://pcpartpicker.com/product/fKZWGX/msi-mpg-b850-edge-ti-wifi-atx-am5-motherboard-mpg-b850-edge-ti-wifi,26857.0,MSI,MPG B850 EDGE TI WIFI,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4800, DDR5-5600, DDR5-6400, DDR5-8400",Silver / White,3.0,,,,,"2280/22110 M-key, 2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek RTL8126),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:28:20.329Z
Gigabyte B550M AORUS ELITE Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/ae499a3a43fc2a8161dfbb77c1ca4158.256p.jpg,https://pcpartpicker.com/product/Kb6qqs/gigabyte-b550m-aorus-elite-micro-atx-am4-motherboard-b550m-aorus-elite,17037.0,Gigabyte,B550M AORUS ELITE,AM4,Micro ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3333, DDR4-3600, DDR4-4000, DDR4-4400, DDR4-4600",Black / Orange,2.0,,,1.0,,"2242/2260/2280/22110 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 1 Gb/s Ports,Depends on CPU,1.0,,1.0,,,No,,Yes,2026-01-20T11:28:26.355Z
ASRock B450M Steel Legend Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/5ce59d7b48575933151f3c038fd23882.256p.jpg,https://pcpartpicker.com/product/hNdxFT/asrock-b450m-steel-legend-micro-atx-am4-motherboard-b450m-steel-legend,15765.0,ASRock,B450M Steel Legend,AM4,Micro ATX,AMD B450,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Black / White,2.0,,,1.0,,"2242/2260/2280 M-key, 2230/2242/2260/2280 M-key",,,,,4.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:28:33.333Z
MSI B550 GAMING GEN3 ATX AM4 Motherboard,,https://pcpartpicker.com/product/JVJgXL/msi-b550-gaming-gen3-atx-am4-motherboard-b550-gaming-gen3,20552.0,MSI,B550 GAMING GEN3,AM4,ATX,AMD B550,128 GB,DDR4,4,"DDR4-1866, DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2800, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4400",Black,2.0,,,4.0,,2260/2280/22110 M-key,,,,,6.0,1 x 1 Gb/s Ports (Realtek RTL8111H),Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:28:39.342Z
Gigabyte Z890 AORUS ELITE WIFI7 ATX LGA1851 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/c1cf44c1af8dfec51dc186c626c4325b.256p.jpg,https://pcpartpicker.com/product/WjP8TW/gigabyte-z890-aorus-elite-wifi7-atx-lga1851-motherboard-z890-aorus-elite-wifi7,26857.0,Gigabyte,Z890 AORUS ELITE WIFI7,LGA1851,ATX,Intel Z890,256 GB,DDR5,4,"DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000, DDR5-8200, DDR5-8266, DDR5-8400, DDR5-8600, DDR5-8800",Black,3.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2580/25110 M-key, 2280/22110 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:28:45.338Z
ASRock B850M Riptide WiFi Micro ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/b17a445556fd7abaaebb5f907bf7942d.256p.jpg,https://pcpartpicker.com/product/RjcBD3/asrock-b850m-riptide-wifi-micro-atx-am5-motherboard-b850m-riptide-wifi,18683.0,ASRock,B850M Riptide WiFi,AM5,Micro ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-6400, DDR5-7200, DDR5-7600, DDR5-8000",Black,1.0,,1.0,,,"2280 M-key, 2260/2280 M-key, 2260/2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,2.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:28:52.336Z
Asus TUF GAMING B760M-PLUS WIFI II Micro ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/e88401bf243576dc4626866d019cd58e.256p.jpg,https://pcpartpicker.com/product/Wnrqqs/asus-tuf-gaming-b760m-plus-wifi-ii-micro-atx-lga1700-motherboard-tuf-gaming-b760m-plus-wifi-ii,30692.0,Asus,TUF GAMING B760M-PLUS WIFI II,LGA1700,Micro ATX,Intel B760,192 GB,DDR5,4,"DDR5-4800, DDR5-5000, DDR5-5200, DDR5-5400, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7800",Black / Orange,1.0,,1.0,1.0,,"2242/2260/2280 M-key, 2242/2260/2280 M-key, 2242/2260/2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,1.0,1.0,1.0,,No,Wi-Fi 6E,Yes,2026-01-20T11:28:59.332Z
ASRock B550 Phantom Gaming 4 ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/916a6391766f1cfa419a70e439faf4ab.256p.jpg,https://pcpartpicker.com/product/4mjNnQ/asrock-b550-phantom-gaming-4-atx-am4-motherboard-b550-phantom-gaming-4,10509.0,ASRock,B550 Phantom Gaming 4,AM4,ATX,AMD B550,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200, DDR4-3466, DDR4-3600, DDR4-3733, DDR4-3800, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4200, DDR4-4266, DDR4-4333, DDR4-4400, DDR4-4533",Silver / Black,2.0,,,2.0,,"2260/2280/22110 M-key, 2242/2260/2280 M-key, 2230 E-key",,,,,6.0,1 x 1 Gb/s Ports (Realtek RTL8111H),Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:29:05.330Z
Asus PRIME A320M-K Micro ATX AM4 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/b277912ef4b4331a3d2843a407927b93.256p.jpg,https://pcpartpicker.com/product/6FvZxr/asus-prime-a320m-k-micro-atx-am4-motherboard-prime-a320m-k,,Asus,PRIME A320M-K,AM4,Micro ATX,AMD A320,32 GB,DDR4,2,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3200",Black / White,1.0,,,2.0,,2242/2260/2280 M-key,,,,,4.0,1 x 1 Gb/s Ports,Depends on CPU,2.0,,1.0,,,No,,Yes,2026-01-20T11:29:13.334Z
Gigabyte B760M DS3H DDR4 Micro ATX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/fa9a999bdf4679ce16db3dd924575170.256p.jpg,https://pcpartpicker.com/product/DLVmP6/gigabyte-b760m-ds3h-ddr4-micro-atx-lga1700-motherboard-b760m-ds3h-ddr4,,Gigabyte,B760M DS3H DDR4,LGA1700,Micro ATX,Intel B760,128 GB,DDR4,4,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3000, DDR4-3200, DDR4-3300, DDR4-3333, DDR4-3400, DDR4-3466, DDR4-3600, DDR4-3666, DDR4-3733, DDR4-3800, DDR4-3866, DDR4-4000, DDR4-4133, DDR4-4266, DDR4-4300, DDR4-4400, DDR4-4500, DDR4-4600, DDR4-4700, DDR4-4800, DDR4-4933, DDR4-5000, DDR4-5133, DDR4-5333",Black,1.0,,,2.0,,"2280 M-key, 2280 M-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,,No,,No,2026-01-20T11:29:20.333Z
MSI MAG X870E TOMAHAWK MAX WIFI PZ ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/02e89b67343c08f2d1ff0b41388ecce3.256p.jpg,https://pcpartpicker.com/product/vTqNnQ/msi-mag-x870e-tomahawk-max-wifi-pz-atx-am5-motherboard-mag-x870e-tomahawk-max-wifi-pz,45259.0,MSI,MAG X870E TOMAHAWK MAX WIFI PZ,AM5,ATX,AMD X870E,256 GB,DDR5,4,"DDR5-4800, DDR5-8400",White / Gray,3.0,,,,,"2280/22110 M-key, 2260/2280 M-key, 2260/2280 M-key, 2260/2280 M-key",,,,,4.0,1 x 5 Gb/s Ports (Realtek RTL8126),Depends on CPU,2.0,,2.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:29:27.336Z
Gigabyte B850 AORUS STEALTH ICE ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/5a58e2af32dcdab0e248f986f7f8cde5.256p.jpg,https://pcpartpicker.com/product/sn8Pxr/gigabyte-b850-aorus-stealth-ice-atx-am5-motherboard-b850-a-stealth-ice,42276.0,Gigabyte,B850 A STEALTH ICE,AM5,ATX,AMD B850,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5200, DDR5-5600, DDR5-5800, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200, DDR5-7400, DDR5-7600, DDR5-7800, DDR5-7900, DDR5-7950, DDR5-8000",White,2.0,,,,,"2580/25110 M-key, 2280/22110 M-key, 2280/22110 M-key, 2280/22110 M-key",,,,,2.0,1 x 5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,1.0,No,Wi-Fi 7,Yes,2026-01-20T11:29:33.339Z
ASRock B650 PG LIGHTNING ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/e620945c5a6d2b798d7c52e3d29cfe6c.256p.jpg,https://pcpartpicker.com/product/jN3gXL/asrock-b650-pg-lightning-atx-am5-motherboard-b650-pg-lightning,15180.0,ASRock,B650 PG LIGHTNING,AM5,ATX,AMD B650,256 GB,DDR5,4,"DDR5-4400, DDR5-4800, DDR5-5600, DDR5-6000, DDR5-6200, DDR5-6400, DDR5-6600, DDR5-6800, DDR5-7000, DDR5-7200",Black,2.0,,,2.0,,"2280 M-key, 2280 M-key, 2280 M-key, 2230 E-key",,,,,4.0,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG),Depends on CPU,2.0,,1.0,1.0,,No,,Yes,2026-01-20T11:29:39.343Z
ASRock B760M-ITX/D4 WiFi Mini ITX LGA1700 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/b8646e92e87b1c16015c33affa1529bc.256p.jpg,https://pcpartpicker.com/product/3xLFf7/asrock-b760m-itxd4-wifi-mini-itx-lga1700-motherboard-b760m-itxd4-wifi,17398.0,ASRock,B760M-ITX/D4 WiFi,LGA1700,Mini ITX,Intel B760,64 GB,DDR4,2,"DDR4-3200, DDR4-4266, DDR4-5333",Silver / Black,1.0,,,,,"2280 M-key, 2230 E-key",,,,,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H),Depends on CPU,2.0,,1.0,,,No,Wi-Fi 6E,Yes,2026-01-20T11:29:45.333Z
Asus PRIME X870-P WIFI ATX AM5 Motherboard,https://cdna.pcpartpicker.com/static/forever/images/product/b8d7644383eb0f52cf18ebde7e83176b.256p.jpg,https://pcpartpicker.com/product/d7zXsY/asus-prime-x870-p-wifi-atx-am5-motherboard-prime-x870-p-wifi,27441.0,Asus,PRIME X870-P WIFI,AM5,ATX,AMD X870,192 GB,DDR5,4,"DDR5-5600, DDR5-8000",Black / Silver,4.0,,,,,"2280 M-key, 2242/2260/2280 M-key, 2280 M-key, 2280 M-key",,,,,2.0,1 x 2.5 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,1.0,,No,Wi-Fi 7,Yes,2026-01-20T11:29:52.348Z
Gigabyte H610M H V3 DDR4 Micro ATX LGA1700 Motherboard,https://m.media-amazon.com/images/I/517i4AAqeiL.jpg,https://pcpartpicker.com/product/Y8vD4D/gigabyte-h610m-h-v3-ddr4-micro-atx-lga1700-motherboard-h610m-h-v3-ddr4,14393.0,Gigabyte,H610M H V3 DDR4,LGA1700,Micro ATX,Intel H610,64 GB,DDR4,2,"DDR4-2133, DDR4-2400, DDR4-2666, DDR4-2933, DDR4-3000, DDR4-3200",Black / Silver,1.0,,,1.0,,2260/2280 M-key,,,,,4.0,1 x 1 Gb/s Ports (Realtek),Depends on CPU,2.0,,1.0,,,No,,No,2026-01-20T11:29:58.335Z
